"evaluation_id","evaluator_study_id","evaluator_honesty_answer","idea_id","participant_study_id","bot_type","originality","usefulness","purchase_intent","evaluation_order","time_spent_seconds","rater_num"
5497,"STUDY_254","yes",1325,"STUDY_872","vanilla",7,6,5,11,16,9
5532,"STUDY_929","yes",1325,"STUDY_872","vanilla",5,6,1,18,83,10
6282,"STUDY_145","yes",1325,"STUDY_872","vanilla",3,5,3,6,45,11
1413,"STUDY_849","yes",960,"STUDY_986","improvement",3,6,3,13,20,1
1498,"STUDY_658","yes",960,"STUDY_986","improvement",5,6,4,3,16,2
1708,"STUDY_866","yes",960,"STUDY_986","improvement",6,6,3,1,52,3
1718,"STUDY_676","yes",960,"STUDY_986","improvement",5,7,4,3,29,4
1855,"STUDY_245","yes",960,"STUDY_986","improvement",6,6,3,15,18,5
1933,"STUDY_335","yes",960,"STUDY_986","improvement",4,3,1,12,18,6
2333,"STUDY_164","yes",960,"STUDY_986","improvement",6,5,4,7,23,7
2387,"STUDY_893","yes",960,"STUDY_986","improvement",7,5,3,2,101,8
5305,"STUDY_119","yes",960,"STUDY_986","improvement",4,5,2,12,25,9
5939,"STUDY_753","yes",960,"STUDY_986","improvement",5,5,1,17,17,10
279,"STUDY_228","yes",1141,"STUDY_247","vanilla",1,1,1,4,18,1
1501,"STUDY_658","yes",1141,"STUDY_247","vanilla",4,5,3,4,15,2
1547,"STUDY_707","yes",1141,"STUDY_247","vanilla",1,1,1,11,19,3
1575,"STUDY_122","yes",1141,"STUDY_247","vanilla",6,2,1,14,26,4
2673,"STUDY_746","yes",1141,"STUDY_247","vanilla",2,4,2,14,17,5
3492,"STUDY_324","yes",1141,"STUDY_247","vanilla",2,3,2,20,19,6
4043,"STUDY_511","yes",1141,"STUDY_247","vanilla",1,2,1,19,15,7
5456,"STUDY_254","yes",1141,"STUDY_247","vanilla",4,3,3,4,20,8
5752,"STUDY_820","yes",1141,"STUDY_247","vanilla",1,1,1,16,18,9
5828,"STUDY_836","yes",1141,"STUDY_247","vanilla",2,2,1,16,20,10
264,"STUDY_128","yes",1085,"STUDY_419","suggestion",4,5,2,1,30,1
750,"STUDY_293","yes",1085,"STUDY_419","suggestion",5,5,3,10,22,2
1115,"STUDY_625","yes",1085,"STUDY_419","suggestion",3,5,2,13,15,3
1288,"STUDY_655","yes",1085,"STUDY_419","suggestion",5,4,1,15,17,4
1968,"STUDY_335","yes",1085,"STUDY_419","suggestion",4,3,1,20,18,5
2001,"STUDY_808","yes",1085,"STUDY_419","suggestion",6,6,5,11,27,6
2224,"STUDY_294","yes",1085,"STUDY_419","suggestion",2,7,1,10,24,7
3644,"STUDY_359","yes",1085,"STUDY_419","suggestion",5,5,2,8,15,8
4471,"STUDY_748","yes",1085,"STUDY_419","suggestion",5,3,2,7,30,9
5487,"STUDY_254","yes",1085,"STUDY_419","suggestion",5,6,4,9,17,10
289,"STUDY_519","yes",1070,"STUDY_781","vanilla",2,3,2,9,17,1
957,"STUDY_950","yes",1070,"STUDY_781","vanilla",2,3,3,9,18,2
959,"STUDY_495","yes",1070,"STUDY_781","vanilla",1,4,1,20,19,3
1696,"STUDY_633","yes",1070,"STUDY_781","vanilla",5,1,1,15,33,4
2214,"STUDY_875","yes",1070,"STUDY_781","vanilla",5,3,1,17,14,5
4612,"STUDY_696","yes",1070,"STUDY_781","vanilla",4,4,2,10,16,6
4703,"STUDY_359","yes",1070,"STUDY_781","vanilla",4,4,3,11,13,7
4754,"STUDY_436","yes",1070,"STUDY_781","vanilla",2,5,3,2,19,8
5545,"STUDY_115","yes",1070,"STUDY_781","vanilla",2,2,1,2,26,9
6445,"STUDY_552","yes",1070,"STUDY_781","vanilla",4,4,3,12,36,10
767,"STUDY_297","yes",1268,"STUDY_620","generation",5,5,3,6,41,1
1041,"STUDY_628","yes",1268,"STUDY_620","generation",5,5,2,5,16,2
1937,"STUDY_335","yes",1268,"STUDY_620","generation",5,4,2,13,18,3
2186,"STUDY_294","yes",1268,"STUDY_620","generation",5,7,2,6,30,4
2232,"STUDY_100","yes",1268,"STUDY_620","generation",6,1,1,7,20,5
2710,"STUDY_940","yes",1268,"STUDY_620","generation",5,6,4,11,18,6
4257,"STUDY_161","yes",1268,"STUDY_620","generation",6,5,4,13,53,7
4529,"STUDY_924","yes",1268,"STUDY_620","generation",5,3,2,4,29,8
5235,"STUDY_902","yes",1268,"STUDY_620","generation",3,2,3,17,19,9
5750,"STUDY_820","yes",1268,"STUDY_620","generation",1,1,1,15,20,10
860,"STUDY_297","yes",1017,"STUDY_585","improvement",2,2,2,19,40,1
1108,"STUDY_621","yes",1017,"STUDY_585","improvement",4,4,2,4,35,2
1391,"STUDY_253","yes",1017,"STUDY_585","improvement",4,4,2,19,27,3
3497,"STUDY_170","yes",1017,"STUDY_585","improvement",5,7,3,3,16,4
3719,"STUDY_295","yes",1017,"STUDY_585","improvement",7,7,4,4,23,5
4548,"STUDY_924","yes",1017,"STUDY_585","improvement",6,4,2,15,28,6
4747,"STUDY_909","yes",1017,"STUDY_585","improvement",5,3,1,6,27,7
5263,"STUDY_768","yes",1017,"STUDY_585","improvement",5,3,1,15,38,8
6034,"STUDY_121","yes",1017,"STUDY_585","improvement",7,7,2,6,16,9
6541,"STUDY_149","yes",1017,"STUDY_585","improvement",4,4,2,14,22,10
512,"STUDY_375","yes",1124,"STUDY_647","suggestion",4,5,3,17,23,1
2792,"STUDY_395","yes",1124,"STUDY_647","suggestion",2,3,1,19,18,2
3018,"STUDY_896","yes",1124,"STUDY_647","suggestion",5,5,3,4,20,3
3472,"STUDY_149","yes",1124,"STUDY_647","suggestion",3,2,1,14,17,4
4040,"STUDY_511","yes",1124,"STUDY_647","suggestion",5,6,1,18,19,5
4174,"STUDY_748","yes",1124,"STUDY_647","suggestion",3,2,2,11,16,6
4370,"STUDY_567","yes",1124,"STUDY_647","suggestion",4,4,2,20,17,7
4991,"STUDY_433","yes",1124,"STUDY_647","suggestion",2,1,1,16,17,8
5414,"STUDY_708","yes",1124,"STUDY_647","suggestion",7,7,5,20,15,9
920,"STUDY_950","yes",885,"STUDY_691","suggestion",2,5,3,1,17,1
1310,"STUDY_799","yes",885,"STUDY_691","suggestion",5,3,2,3,17,2
2178,"STUDY_631","yes",885,"STUDY_691","suggestion",5,6,3,11,17,3
2734,"STUDY_197","yes",885,"STUDY_691","suggestion",6,5,2,7,18,4
3217,"STUDY_401","yes",885,"STUDY_691","suggestion",5,4,3,6,20,5
4164,"STUDY_379","yes",885,"STUDY_691","suggestion",2,2,1,12,35,6
4465,"STUDY_293","yes",885,"STUDY_691","suggestion",2,1,1,20,15,7
5523,"STUDY_170","yes",885,"STUDY_691","suggestion",1,3,2,18,13,8
6386,"STUDY_446","yes",885,"STUDY_691","suggestion",5,4,2,4,16,9
1047,"STUDY_948","yes",1249,"STUDY_789","control",3,2,3,9,67,1
1323,"STUDY_452","yes",1249,"STUDY_789","control",1,1,1,10,63,2
2050,"STUDY_840","yes",1249,"STUDY_789","control",1,1,1,6,74,3
2742,"STUDY_696","yes",1249,"STUDY_789","control",7,7,5,5,24,4
4911,"STUDY_190","yes",1249,"STUDY_789","control",1,7,4,4,37,5
5064,"STUDY_484","yes",1249,"STUDY_789","control",3,6,4,6,31,6
5435,"STUDY_929","yes",1249,"STUDY_789","control",5,6,2,2,43,7
5643,"STUDY_293","yes",1249,"STUDY_789","control",1,1,1,20,41,8
6038,"STUDY_869","yes",1249,"STUDY_789","control",1,5,1,6,52,9
6096,"STUDY_716","yes",1249,"STUDY_789","control",1,1,1,12,18,10
689,"STUDY_805","yes",1068,"STUDY_874","vanilla",3,3,1,2,22,1
857,"STUDY_989","yes",1068,"STUDY_874","vanilla",2,1,1,8,26,2
1152,"STUDY_389","yes",1068,"STUDY_874","vanilla",3,3,2,17,18,3
2078,"STUDY_702","yes",1068,"STUDY_874","vanilla",2,5,4,1,23,4
2363,"STUDY_477","yes",1068,"STUDY_874","vanilla",1,3,1,12,18,5
2583,"STUDY_153","yes",1068,"STUDY_874","vanilla",1,5,1,16,15,6
2640,"STUDY_300","yes",1068,"STUDY_874","vanilla",1,1,1,14,15,7
2699,"STUDY_746","yes",1068,"STUDY_874","vanilla",2,6,4,20,19,8
2977,"STUDY_766","yes",1068,"STUDY_874","vanilla",1,1,1,10,16,9
4061,"STUDY_355","yes",1068,"STUDY_874","vanilla",1,4,1,2,20,10
6190,"STUDY_777","yes",1068,"STUDY_874","vanilla",1,2,1,7,16,11
1353,"STUDY_253","yes",933,"STUDY_233","improvement",3,4,2,9,26,1
2613,"STUDY_153","yes",933,"STUDY_233","improvement",1,5,1,20,16,2
2845,"STUDY_696","yes",933,"STUDY_233","improvement",5,3,2,17,16,3
2922,"STUDY_439","yes",933,"STUDY_233","improvement",2,2,1,10,91,4
3127,"STUDY_927","yes",933,"STUDY_233","improvement",2,4,1,10,15,5
4415,"STUDY_512","yes",933,"STUDY_233","improvement",2,3,2,4,13,6
5193,"STUDY_394","yes",933,"STUDY_233","improvement",4,6,4,20,14,7
5631,"STUDY_293","yes",933,"STUDY_233","improvement",5,3,2,17,14,8
6219,"STUDY_606","yes",933,"STUDY_233","improvement",4,4,1,10,18,9
6341,"STUDY_466","yes",933,"STUDY_233","improvement",5,6,4,11,14,10
6446,"STUDY_426","yes",933,"STUDY_233","improvement",4,4,1,11,269,11
754,"STUDY_293","yes",742,"STUDY_394","control",2,1,1,11,18,1
1385,"STUDY_557","yes",742,"STUDY_394","control",6,6,3,5,17,2
1927,"STUDY_365","yes",742,"STUDY_394","control",1,1,1,9,14,3
2514,"STUDY_424","yes",742,"STUDY_394","control",1,1,1,15,37,4
2559,"STUDY_950","yes",742,"STUDY_394","control",5,5,2,6,22,5
2925,"STUDY_920","yes",742,"STUDY_394","control",3,3,2,18,15,6
3323,"STUDY_218","yes",742,"STUDY_394","control",6,5,4,5,16,7
3688,"STUDY_916","yes",742,"STUDY_394","control",6,4,2,4,22,8
6128,"STUDY_295","yes",742,"STUDY_394","control",3,1,1,9,18,9
558,"STUDY_985","yes",965,"STUDY_650","improvement",7,7,5,12,18,1
605,"STUDY_381","yes",965,"STUDY_650","improvement",4,3,1,11,79,2
722,"STUDY_319","yes",965,"STUDY_650","improvement",6,5,2,7,26,3
1255,"STUDY_948","yes",965,"STUDY_650","improvement",2,2,2,20,29,4
1807,"STUDY_633","yes",965,"STUDY_650","improvement",5,5,3,9,15,5
2913,"STUDY_696","yes",965,"STUDY_650","improvement",7,6,4,1,54,6
3839,"STUDY_397","yes",965,"STUDY_650","improvement",6,4,1,10,18,7
5732,"STUDY_153","yes",965,"STUDY_650","improvement",7,6,2,20,16,8
6284,"STUDY_131","yes",965,"STUDY_650","improvement",5,5,3,14,18,9
573,"STUDY_985","yes",1061,"STUDY_122","feedback",1,7,5,16,28,1
726,"STUDY_293","yes",1061,"STUDY_122","feedback",5,1,1,4,28,2
1681,"STUDY_291","yes",1061,"STUDY_122","feedback",3,2,2,20,14,3
1737,"STUDY_866","yes",1061,"STUDY_122","feedback",5,5,3,10,15,4
1768,"STUDY_333","yes",1061,"STUDY_122","feedback",3,5,2,1,56,5
2995,"STUDY_567","yes",1061,"STUDY_122","feedback",6,6,4,4,16,6
4368,"STUDY_156","yes",1061,"STUDY_122","feedback",3,2,1,17,63,7
4388,"STUDY_685","yes",1061,"STUDY_122","feedback",6,6,4,19,23,8
5185,"STUDY_307","yes",1061,"STUDY_122","feedback",5,1,2,9,48,9
5318,"STUDY_119","yes",1061,"STUDY_122","feedback",5,4,2,16,26,10
5765,"STUDY_836","yes",1061,"STUDY_122","feedback",7,5,4,2,37,11
5860,"STUDY_702","yes",1061,"STUDY_122","feedback",5,5,4,14,19,12
636,"STUDY_381","yes",1161,"STUDY_386","generation",3,2,1,17,29,1
884,"STUDY_907","yes",1161,"STUDY_386","generation",5,4,2,5,25,2
2118,"STUDY_840","yes",1161,"STUDY_386","generation",6,3,2,20,27,3
3448,"STUDY_324","yes",1161,"STUDY_386","generation",6,3,1,13,25,4
4427,"STUDY_512","yes",1161,"STUDY_386","generation",3,2,2,13,13,5
4983,"STUDY_510","yes",1161,"STUDY_386","generation",5,1,1,10,16,6
5573,"STUDY_115","yes",1161,"STUDY_386","generation",6,4,1,13,18,7
6244,"STUDY_777","yes",1161,"STUDY_386","generation",7,7,4,19,19,8
423,"STUDY_519","yes",1211,"STUDY_602","generation",4,2,3,19,16,1
673,"STUDY_414","yes",1211,"STUDY_602","generation",2,7,3,8,43,2
1632,"STUDY_176","yes",1211,"STUDY_602","generation",4,4,3,10,30,3
2338,"STUDY_140","yes",1211,"STUDY_602","generation",2,6,2,20,20,4
2910,"STUDY_920","yes",1211,"STUDY_602","generation",5,3,2,14,16,5
3002,"STUDY_737","yes",1211,"STUDY_602","generation",7,6,1,3,32,6
4353,"STUDY_857","yes",1211,"STUDY_602","generation",5,6,3,18,16,7
4653,"STUDY_317","yes",1211,"STUDY_602","generation",5,5,1,12,24,8
5107,"STUDY_345","yes",1211,"STUDY_602","generation",2,6,1,4,22,9
963,"STUDY_960","yes",1084,"STUDY_327","suggestion",5,5,4,16,37,1
1613,"STUDY_393","yes",1084,"STUDY_327","suggestion",1,7,2,20,42,2
1932,"STUDY_365","yes",1084,"STUDY_327","suggestion",5,5,2,10,18,3
4131,"STUDY_553","yes",1084,"STUDY_327","suggestion",6,7,5,7,18,4
4608,"STUDY_696","yes",1084,"STUDY_327","suggestion",7,7,5,6,17,5
4711,"STUDY_748","yes",1084,"STUDY_327","suggestion",5,6,3,1,22,6
4818,"STUDY_180","yes",1084,"STUDY_327","suggestion",6,6,4,8,19,7
5225,"STUDY_997","yes",1084,"STUDY_327","suggestion",7,7,4,20,18,8
5496,"STUDY_929","yes",1084,"STUDY_327","suggestion",7,6,3,10,20,9
5858,"STUDY_504","yes",1084,"STUDY_327","suggestion",4,4,1,11,24,10
6031,"STUDY_608","yes",1084,"STUDY_327","suggestion",5,3,1,9,47,11
2776,"STUDY_359","yes",1223,"STUDY_942","suggestion",6,6,4,5,81,1
2780,"STUDY_395","yes",1223,"STUDY_942","suggestion",5,4,2,16,15,2
3073,"STUDY_896","yes",1223,"STUDY_942","suggestion",6,4,1,14,17,3
3438,"STUDY_129","yes",1223,"STUDY_942","suggestion",5,5,3,14,16,4
4255,"STUDY_161","yes",1223,"STUDY_942","suggestion",7,5,3,11,50,5
4273,"STUDY_160","yes",1223,"STUDY_942","suggestion",7,6,2,8,16,6
4945,"STUDY_190","yes",1223,"STUDY_942","suggestion",4,5,2,14,18,7
5113,"STUDY_484","yes",1223,"STUDY_942","suggestion",6,5,1,19,14,8
5143,"STUDY_345","yes",1223,"STUDY_942","suggestion",7,3,3,12,46,9
5168,"STUDY_394","yes",1223,"STUDY_942","suggestion",5,5,4,12,19,10
5244,"STUDY_620","yes",1223,"STUDY_942","suggestion",7,6,3,1,24,11
810,"STUDY_332","yes",784,"STUDY_470","improvement",2,2,1,11,18,1
1483,"STUDY_995","yes",784,"STUDY_470","improvement",6,5,2,2,16,2
1537,"STUDY_707","yes",784,"STUDY_470","improvement",4,3,2,9,18,3
2219,"STUDY_875","yes",784,"STUDY_470","improvement",6,6,3,18,17,4
2241,"STUDY_100","yes",784,"STUDY_470","improvement",6,5,2,10,20,5
2308,"STUDY_140","yes",784,"STUDY_470","improvement",5,6,4,13,24,6
2980,"STUDY_766","yes",784,"STUDY_470","improvement",6,1,1,11,25,7
3326,"STUDY_164","yes",784,"STUDY_470","improvement",6,2,1,6,20,8
5393,"STUDY_515","yes",784,"STUDY_470","improvement",5,6,3,13,14,9
5696,"STUDY_153","yes",784,"STUDY_470","improvement",6,1,1,7,34,10
189,"STUDY_319","yes",821,"STUDY_385","control",5,2,2,7,16,1
1435,"STUDY_849","yes",821,"STUDY_385","control",5,5,3,20,23,2
1676,"STUDY_176","yes",821,"STUDY_385","control",3,4,3,19,32,3
2730,"STUDY_478","yes",821,"STUDY_385","control",3,2,1,3,23,4
3168,"STUDY_401","yes",821,"STUDY_385","control",5,5,2,1,32,5
3330,"STUDY_841","yes",821,"STUDY_385","control",2,3,1,5,88,6
3381,"STUDY_218","yes",821,"STUDY_385","control",4,4,3,11,20,7
3909,"STUDY_111","yes",821,"STUDY_385","control",5,3,1,9,60,8
4303,"STUDY_685","yes",821,"STUDY_385","control",3,3,2,4,49,9
5326,"STUDY_242","yes",821,"STUDY_385","control",4,3,1,5,29,10
5577,"STUDY_646","yes",821,"STUDY_385","control",4,6,3,14,104,11
437,"STUDY_930","yes",716,"STUDY_588","feedback",5,6,5,8,43,1
1378,"STUDY_849","yes",716,"STUDY_588","feedback",3,2,1,5,64,2
2138,"STUDY_702","yes",716,"STUDY_588","feedback",6,5,4,17,31,3
2542,"STUDY_725","yes",716,"STUDY_588","feedback",6,6,3,13,19,4
4305,"STUDY_156","yes",716,"STUDY_588","feedback",5,3,1,5,52,5
4475,"STUDY_748","yes",716,"STUDY_588","feedback",6,5,1,11,28,6
4850,"STUDY_819","yes",716,"STUDY_588","feedback",3,1,1,16,65,7
5611,"STUDY_254","yes",716,"STUDY_588","feedback",4,3,3,17,117,8
6109,"STUDY_445","yes",716,"STUDY_588","feedback",7,5,3,2,31,9
6204,"STUDY_606","yes",716,"STUDY_588","feedback",5,4,1,7,26,10
1215,"STUDY_322","yes",825,"STUDY_729","vanilla",5,4,1,9,17,1
1346,"STUDY_253","yes",825,"STUDY_729","vanilla",5,5,3,7,19,2
1451,"STUDY_278","yes",825,"STUDY_729","vanilla",6,3,1,2,22,3
2334,"STUDY_140","yes",825,"STUDY_729","vanilla",6,2,1,19,25,4
2606,"STUDY_746","yes",825,"STUDY_729","vanilla",3,2,1,1,17,5
3310,"STUDY_164","yes",825,"STUDY_729","vanilla",5,1,1,4,21,6
3515,"STUDY_520","yes",825,"STUDY_729","vanilla",4,2,1,11,27,7
3689,"STUDY_916","yes",825,"STUDY_729","vanilla",4,1,1,5,17,8
3703,"STUDY_578","yes",825,"STUDY_729","vanilla",5,1,2,1,23,9
3926,"STUDY_929","yes",825,"STUDY_729","vanilla",7,4,1,1,19,10
6382,"STUDY_695","yes",825,"STUDY_729","vanilla",1,1,1,18,15,11
227,"STUDY_163","yes",779,"STUDY_162","improvement",5,7,4,12,27,1
521,"STUDY_666","yes",779,"STUDY_162","improvement",5,4,2,5,17,2
626,"STUDY_136","yes",779,"STUDY_162","improvement",2,1,1,6,14,3
1032,"STUDY_628","yes",779,"STUDY_162","improvement",5,2,1,2,17,4
1878,"STUDY_333","yes",779,"STUDY_162","improvement",4,1,2,16,26,5
2220,"STUDY_596","yes",779,"STUDY_162","improvement",6,5,4,1,148,6
2773,"STUDY_395","yes",779,"STUDY_162","improvement",3,2,2,14,16,7
3770,"STUDY_295","yes",779,"STUDY_162","improvement",4,4,2,17,23,8
4783,"STUDY_436","yes",779,"STUDY_162","improvement",5,4,3,11,19,9
5316,"STUDY_242","yes",779,"STUDY_162","improvement",5,5,3,2,18,10
184,"STUDY_319","yes",1074,"STUDY_316","vanilla",5,7,4,3,15,1
1299,"STUDY_655","yes",1074,"STUDY_316","vanilla",2,5,1,20,15,2
1567,"STUDY_122","yes",1074,"STUDY_316","vanilla",7,4,2,11,16,3
2172,"STUDY_696","yes",1074,"STUDY_316","vanilla",2,5,4,12,27,4
2271,"STUDY_100","yes",1074,"STUDY_316","vanilla",5,6,4,16,16,5
3119,"STUDY_819","yes",1074,"STUDY_316","vanilla",6,6,3,12,15,6
4069,"STUDY_974","yes",1074,"STUDY_316","vanilla",4,4,3,16,21,7
4521,"STUDY_466","yes",1074,"STUDY_316","vanilla",5,6,5,17,19,8
6094,"STUDY_608","yes",1074,"STUDY_316","vanilla",1,4,1,18,72,9
868,"STUDY_332","yes",777,"STUDY_159","vanilla",4,5,2,20,19,1
1010,"STUDY_240","yes",777,"STUDY_159","vanilla",2,5,1,7,16,2
2136,"STUDY_702","yes",777,"STUDY_159","vanilla",5,5,3,15,21,3
3046,"STUDY_567","yes",777,"STUDY_159","vanilla",4,4,3,15,15,4
3280,"STUDY_783","yes",777,"STUDY_159","vanilla",2,5,4,20,15,5
4263,"STUDY_161","yes",777,"STUDY_159","vanilla",2,3,1,17,79,6
4744,"STUDY_909","yes",777,"STUDY_159","vanilla",3,5,1,5,18,7
5800,"STUDY_477","yes",777,"STUDY_159","vanilla",5,7,5,10,23,8
1065,"STUDY_316","yes",1078,"STUDY_569","vanilla",2,4,2,10,20,1
1499,"STUDY_544","yes",1078,"STUDY_569","vanilla",3,4,1,17,29,2
2647,"STUDY_886","yes",1078,"STUDY_569","vanilla",7,1,1,19,15,3
3190,"STUDY_627","yes",1078,"STUDY_569","vanilla",5,4,2,15,30,4
3860,"STUDY_397","yes",1078,"STUDY_569","vanilla",5,5,4,17,50,5
4327,"STUDY_857","yes",1078,"STUDY_569","vanilla",4,6,3,9,28,6
5023,"STUDY_962","yes",1078,"STUDY_569","vanilla",5,6,4,2,62,7
6428,"STUDY_716","yes",1078,"STUDY_569","vanilla",3,2,1,14,22,8
6435,"STUDY_552","yes",1078,"STUDY_569","vanilla",5,5,3,7,37,9
6545,"STUDY_857","yes",1078,"STUDY_569","vanilla",7,7,4,14,20,10
716,"STUDY_319","yes",924,"STUDY_821","improvement",6,4,3,5,22,1
2010,"STUDY_808","yes",924,"STUDY_821","improvement",4,3,2,13,22,2
2285,"STUDY_100","yes",924,"STUDY_821","improvement",4,3,2,19,15,3
3373,"STUDY_324","yes",924,"STUDY_821","improvement",5,5,2,6,22,4
4132,"STUDY_553","yes",924,"STUDY_821","improvement",5,5,4,8,75,5
4413,"STUDY_512","yes",924,"STUDY_821","improvement",6,4,4,2,18,6
4556,"STUDY_119","yes",924,"STUDY_821","improvement",3,5,1,3,27,7
4946,"STUDY_940","yes",924,"STUDY_821","improvement",3,5,2,16,17,8
5761,"STUDY_477","yes",924,"STUDY_821","improvement",7,6,2,2,33,9
1379,"STUDY_366","yes",1102,"STUDY_122","control",2,3,1,11,43,1
2718,"STUDY_478","yes",1102,"STUDY_122","control",6,6,4,1,31,2
2961,"STUDY_766","yes",1102,"STUDY_122","control",2,1,1,4,17,3
3251,"STUDY_367","yes",1102,"STUDY_122","control",1,2,2,1,46,4
4392,"STUDY_995","yes",1102,"STUDY_122","control",3,5,2,8,101,5
4442,"STUDY_330","yes",1102,"STUDY_122","control",7,6,3,18,24,6
4761,"STUDY_909","yes",1102,"STUDY_122","control",4,4,2,10,23,7
4860,"STUDY_796","yes",1102,"STUDY_122","control",1,2,1,12,23,8
5059,"STUDY_484","yes",1102,"STUDY_122","control",5,3,1,5,33,9
5094,"STUDY_345","yes",1102,"STUDY_122","control",5,5,3,1,35,10
956,"STUDY_656","yes",1314,"STUDY_474","suggestion",3,2,1,2,42,1
962,"STUDY_907","yes",1314,"STUDY_474","suggestion",1,1,1,15,79,2
1322,"STUDY_253","yes",1314,"STUDY_474","suggestion",5,3,2,1,41,3
2160,"STUDY_875","yes",1314,"STUDY_474","suggestion",4,2,1,3,33,4
3957,"STUDY_129","yes",1314,"STUDY_474","suggestion",5,6,1,6,34,5
4389,"STUDY_685","yes",1314,"STUDY_474","suggestion",3,3,2,20,19,6
4762,"STUDY_436","yes",1314,"STUDY_474","suggestion",5,4,2,5,30,7
5332,"STUDY_242","yes",1314,"STUDY_474","suggestion",7,1,1,8,19,8
5515,"STUDY_170","yes",1314,"STUDY_474","suggestion",1,2,2,15,14,9
6124,"STUDY_295","yes",1314,"STUDY_474","suggestion",1,1,1,6,18,10
6331,"STUDY_466","yes",1314,"STUDY_474","suggestion",6,7,4,8,48,11
2175,"STUDY_875","yes",893,"STUDY_480","improvement",4,4,1,7,15,1
2473,"STUDY_269","yes",893,"STUDY_480","improvement",6,6,4,8,16,2
3615,"STUDY_359","yes",893,"STUDY_480","improvement",3,5,2,2,48,3
3627,"STUDY_188","yes",893,"STUDY_480","improvement",5,6,4,19,16,4
4501,"STUDY_392","yes",893,"STUDY_480","improvement",7,3,2,14,17,5
5177,"STUDY_610","yes",893,"STUDY_480","improvement",4,5,1,10,19,6
5495,"STUDY_754","yes",893,"STUDY_480","improvement",5,2,1,19,18,7
5751,"STUDY_713","yes",893,"STUDY_480","improvement",4,6,4,11,18,8
305,"STUDY_375","yes",785,"STUDY_697","improvement",6,5,4,2,21,1
1251,"STUDY_948","yes",785,"STUDY_697","improvement",2,3,2,19,51,2
1496,"STUDY_995","yes",785,"STUDY_697","improvement",6,4,2,5,19,3
3284,"STUDY_471","yes",785,"STUDY_697","improvement",6,6,4,17,47,4
3961,"STUDY_929","yes",785,"STUDY_697","improvement",6,6,4,8,14,5
4981,"STUDY_510","yes",785,"STUDY_697","improvement",5,5,3,9,26,6
5080,"STUDY_484","yes",785,"STUDY_697","improvement",6,5,2,15,30,7
5562,"STUDY_254","yes",785,"STUDY_697","improvement",5,6,4,13,27,8
6046,"STUDY_773","yes",785,"STUDY_697","improvement",6,5,2,20,16,9
6562,"STUDY_350","yes",785,"STUDY_697","improvement",4,3,1,15,28,10
575,"STUDY_756","yes",675,"STUDY_864","suggestion",3,3,1,11,22,1
1506,"STUDY_544","yes",675,"STUDY_864","suggestion",1,1,1,19,14,2
1699,"STUDY_549","yes",675,"STUDY_864","suggestion",1,1,1,20,18,3
2028,"STUDY_620","yes",675,"STUDY_864","suggestion",3,1,1,19,17,4
2116,"STUDY_702","yes",675,"STUDY_864","suggestion",4,3,1,7,25,5
2283,"STUDY_406","yes",675,"STUDY_864","suggestion",5,3,3,20,20,6
3933,"STUDY_113","yes",675,"STUDY_864","suggestion",6,6,4,15,25,7
4050,"STUDY_676","yes",675,"STUDY_864","suggestion",2,2,1,4,16,8
4224,"STUDY_147","yes",675,"STUDY_864","suggestion",4,1,1,9,15,9
4584,"STUDY_119","yes",675,"STUDY_864","suggestion",7,7,2,17,57,10
4771,"STUDY_748","yes",675,"STUDY_864","suggestion",4,4,2,18,64,11
261,"STUDY_519","yes",983,"STUDY_648","improvement",4,4,2,3,29,1
291,"STUDY_228","yes",983,"STUDY_648","improvement",7,4,2,6,14,2
471,"STUDY_172","yes",983,"STUDY_648","improvement",2,1,1,15,14,3
823,"STUDY_989","yes",983,"STUDY_648","improvement",6,4,1,2,24,4
1179,"STUDY_908","yes",983,"STUDY_648","improvement",4,4,2,6,16,5
1303,"STUDY_452","yes",983,"STUDY_648","improvement",3,4,3,2,37,6
1367,"STUDY_533","yes",983,"STUDY_648","improvement",5,3,1,4,24,7
4499,"STUDY_392","yes",983,"STUDY_648","improvement",7,7,5,12,28,8
6555,"STUDY_857","yes",983,"STUDY_648","improvement",7,7,5,19,74,9
514,"STUDY_985","yes",1193,"STUDY_600","feedback",2,2,1,3,30,1
693,"STUDY_372","yes",1193,"STUDY_600","feedback",3,2,1,18,25,2
970,"STUDY_374","yes",1193,"STUDY_600","feedback",6,2,1,20,19,3
1530,"STUDY_658","yes",1193,"STUDY_600","feedback",4,4,3,12,19,4
2521,"STUDY_143","yes",1193,"STUDY_600","feedback",1,7,1,20,14,5
2617,"STUDY_886","yes",1193,"STUDY_600","feedback",7,5,1,13,15,6
2892,"STUDY_363","yes",1193,"STUDY_600","feedback",5,2,1,4,15,7
4320,"STUDY_567","yes",1193,"STUDY_600","feedback",5,5,2,2,18,8
4321,"STUDY_857","yes",1193,"STUDY_600","feedback",3,1,1,8,19,9
4485,"STUDY_392","yes",1193,"STUDY_600","feedback",7,7,5,1,204,10
6012,"STUDY_391","yes",1193,"STUDY_600","feedback",6,5,1,19,15,11
1725,"STUDY_866","yes",939,"STUDY_297","improvement",4,6,4,6,15,1
1947,"STUDY_628","yes",939,"STUDY_297","improvement",2,3,2,9,19,2
2511,"STUDY_893","yes",939,"STUDY_297","improvement",6,4,4,11,38,3
