"participant_id","row_type","bot_type","idea","questionnaire_completed","ac1","ac2","ai1","cse1","cse2","cse3","ee1","ee2","ee3","ee4","hm1","hm2","hm3","io1","io2","io3","io4","io5","pe1","pe2","pe3","pta1","pta2","pta3","pta4","pta5","ptt1","ptt2","ptt3","ptt4","ptt5","ptt6","tlx1","tlx2","honesty_question_answer","refined_idea","total_study_time_seconds","Status","Time.taken","Age","Sex","refined_div_allideas","refined_div_condition","idea_div_allideas","idea_div_condition","refined_div_to_initial_centroid","Rater1","Rater2","Rater3","Rater4","Average","LLM_experience","Idea_quality","ptt2_rev","Creative_Self_Efficacy","Perceived_Technology_Agency","NASA_TLX","Performance_Expectancy","Effort_Expectancy","Hedonic_Motivation","Propensity_to_Trust_Technology","Perceived_Ownership"
"P7164","page_visit_only","vanilla","","Yes",2,5,1,1,2,2,5,4,5,4,3,3,3,2,1,1,2,2,4,4,4,3,4,4,3,4,1,5,1,1,1,1,70,50,"no","You could use sensors to help create a self driving car for example camera sensors to provide visual information, radar to track and detect objects, lasers to build an accurate map of the car's surroundings, short-range sensors to help with parking, GPS to help with location and positioning",433,"APPROVED",593,32,"Female",0.400993025376077,0.406495236035338,NA,NA,NA,2,1.5,4,4,2.88,1,2.88,3,1.66666666666667,3.6,60,4,4.5,3,1.33333333333333,1.6
"P0739","page_visit_only","vanilla","","Yes",2,5,2,3,4,4,7,7,7,7,7,6,7,5,4,4,3,4,7,7,7,4,3,5,3,4,4,3,4,3,3,4,35,70,"no","Using car lights in a sensory room setting to provide a place of calm for people who have special needs and become easily overwhelmed.
Live feed camera for the birds using old cameras, smart plant watering using and weather station using sensors.  Art sculpture for the garden.",619,"APPROVED",836,41,"Female",0.279372564000801,0.284381246916297,NA,NA,NA,1.5,2,2.5,1,1.75,2,1.75,5,3.66666666666667,3.8,52.5,7,7,6.66666666666667,3.83333333333333,4
"P9704","page_visit_only","vanilla","","Yes",2,5,3,3,4,3,6,6,6,6,7,6,6,3,3,4,3,5,6,5,6,3,3,5,3,3,3,3,3,3,3,3,75,70,"no","Infotainment Touch Screen

Purpose in Cars: Navigation, media, settings control.
Repurposed Function:
Central control hub for residents and caregivers.
Displays alerts, allows for one-touch emergency calls or notifications.
Can show anonymized movement history or safety status.
Passengers in other seats can also use and monitor main function so that in case of an emergency they can take over the hub of the car for emergency reasons and make calls, can get car pulled over to safe space using cruise control, lane assist and emergency stop",324,"APPROVED",367,35,"Female",0.354450225741632,0.365649659325758,NA,NA,NA,2,3,2,1,2,3,2,5,3.33333333333333,3.4,72.5,5.66666666666667,6,6.33333333333333,3.33333333333333,3.6
"P6785","page_visit_only","vanilla","","Yes",2,5,3,4,4,3,7,7,7,7,7,6,6,4,3,4,3,6,7,7,6,3,2,2,3,2,4,1,4,4,4,4,50,50,"no","All of these components could be used to create some kind of entertainment venue - for example using speakers and for karaoke, cameras and sensors for interactive games (e.g. dance offs). Interior lights and screens can be used for themes and ambiance.",544,"APPROVED",592,27,"Female",0.338756050976386,0.338068119485958,NA,NA,NA,2.5,3,3.5,1,2.5,3,2.5,7,3.66666666666667,2.4,50,6.66666666666667,7,6.33333333333333,4.5,4
"P2290","page_visit_only","vanilla","","Yes",2,5,2,5,4,6,7,7,7,7,7,7,7,4,6,6,3,6,7,7,7,2,2,3,2,4,4,4,2,3,3,2,25,45,"no","Reusing the car camera as a kind of GoPro for when I am mountain biking. To attach it to my helmet to record my trail runs 

To use the car camera as a home security camera",462,"APPROVED",515,38,"Male",0.4081734677957,0.38457647307951,NA,NA,NA,2.5,2.5,2,2.5,2.38,2,2.38,4,5,2.6,35,7,7,7,3,5
"P7443","page_visit_only","vanilla","","Yes",2,5,4,7,6,4,6,6,7,7,5,5,3,7,7,7,7,7,2,2,5,2,2,4,4,1,2,4,4,1,3,2,45,65,"no","Experience seamless conversations on the road with our smart in-car audio system that automatically lowers music and enhances voices whenever you or your passengers speak. Enjoy crystal-clear communication, effortless comfort, and safer journeys—no more shouting over your favourite songs or missing a word.",424,"APPROVED",463,23,"Male",0.462502598645345,0.499393059223505,NA,NA,NA,2,4,5.5,3,3.63,4,3.63,4,5.66666666666667,2.6,55,3,6.5,4.33333333333333,2.66666666666667,7
"P1292","page_visit_only","vanilla","","Yes",2,5,4,3,2,2,6,6,6,6,5,4,4,5,5,4,5,6,5,6,6,2,2,2,4,2,5,1,4,4,5,4,65,50,"no","Use speakers to keep drivers attention, every 20 minutes remind driver to exercise upper body, check to see if they need a break / drink, etc",811,"APPROVED",855,57,"Male",0.556424849236236,0.565246093314467,NA,NA,NA,3.5,3,4,2.5,3.25,4,3.25,7,2.33333333333333,2.4,57.5,5.66666666666667,6,4.33333333333333,4.83333333333333,5
"P5259","page_visit_only","vanilla","","Yes",2,5,3,7,6,5,7,6,6,6,7,7,7,7,6,5,7,6,6,7,6,2,2,3,2,2,4,2,3,4,4,3,25,50,"no","The first think I would want to do is repurpose the existing features on cars that include the seat and the steering wheel, and I would use this along with the pedals as the framework for a state of the art driving simulator that can link up with any next generation console. This would be a great way to repurpose equipment that would other wise be scrapped because you do not typically recycle thsese parts, and can give gamers a whole new interactive experience without the cost of a dedicated simulator.",439,"APPROVED",477,30,"Male",0.36931053895851,0.337593698210294,NA,NA,NA,3,3,1.5,1.5,2.25,3,2.25,6,6,2.2,37.5,6.33333333333333,6.25,7,4,6.2
"P0467","page_visit_only","vanilla","","Yes",2,5,5,3,4,3,6,5,6,5,6,6,5,3,4,4,3,4,5,6,6,4,4,4,3,3,3,2,3,3,3,3,65,35,"no","Repurposing heated seating and using the many elements to enhance equipment such as sleeping bags which could help the homeless building colder months. By sewing the heating coils into the sleeping bags this is an eco friendly and humanitarian option. Further with this, wearables could be made for emergency responders when working colder nights.

Another idea could be making medical and therapeutic heating pads to ease injury pain and even just for relaxation.

On a similar subject, they could be made into delivery food warmers for both in the food bags and for the delivery drivers.

For camping lovers, they could even be used to create camping mattress inserts, similar to the sleeping bag idea, this could add that extra bit of warmth to those chilly camping nights.

I like the idea of repurposing the heated seats as there are endless possibilities for the many elements that make heating seating in cars and could go to great uses that could help people of all kinds.",918,"APPROVED",967,28,"Female",0.395449667426181,0.366694536170043,NA,NA,NA,3,3,3,2.5,2.88,5,2.88,6,3.33333333333333,3.6,50,5.66666666666667,5.5,5.66666666666667,3.5,3.6
"P2299","page_visit_only","vanilla","","Yes",2,5,3,6,6,4,7,6,7,6,7,6,7,6,6,5,6,5,6,7,6,4,4,5,3,4,5,1,4,4,5,4,90,90,"no","air con.   medical   
lights.    criminal,   roadwork being undertaken
heated seats.   medical
speakers.   uses outside car eg picnic",1185,"APPROVED",1226,56,"Female",0.442103932314908,0.429900160275857,NA,NA,NA,1,1,1,1,1,3,1,7,5.33333333333333,4,90,6.33333333333333,6.5,6.66666666666667,4.83333333333333,5.6
"P9153","page_visit_only","vanilla","","Yes",2,5,3,2,3,2,7,6,7,5,6,6,6,5,3,4,5,6,6,6,6,1,1,1,3,1,4,2,4,3,3,3,60,60,"no","speakers being used outside the vehicle.   removeable speakers in the trunk of the car or built into headrests.  Kids entertainment 

. Personal Movie Theater
integrate speakers into the side panels of the rear seats, or even in a “kids’ corner” in a van or RV.
Pair with a screen or tablet for a mini-theater experience. Immersive movie or game sound for long trips.",683,"APPROVED",729,55,"Female",0.428615034572003,0.416360501831891,NA,NA,NA,1,2.5,2.5,1,1.75,3,1.75,6,2.33333333333333,1.4,60,6,6.25,6,3.83333333333333,4.6
"P7984","page_visit_only","vanilla","","Yes",2,5,5,4,3,3,7,7,7,7,7,6,6,7,7,6,6,6,7,7,7,2,2,3,2,2,4,4,4,4,4,4,5,10,"no","Hollow out a camera and have it as decoratuion",210,"APPROVED",315,26,"Male",0.593931682071819,0.579808614832957,NA,NA,NA,1,1,1.5,1,1.13,5,1.13,4,3.33333333333333,2.2,7.5,7,7,6.33333333333333,4,6.4
"P7126","page_visit_only","vanilla","","Yes",2,5,3,4,5,4,7,7,6,7,7,7,6,3,2,3,3,4,7,6,7,4,4,3,4,4,5,1,4,4,5,4,5,10,"no","So I would repurpose each of these different parts back into the home or other things.

Cameras can be used in the home as a webcam or home security.

Sensors can be used as DIY home projects or on a bike.

Turn old screns into didgtal photoframes

Lights can be used as emergency light source or on camping gear.

Speakers can be used as weather-resistent speaker for outdoors or just another sound system for your tv.",756,"APPROVED",1989,36,"Male",0.343305925072709,0.305058479848307,NA,NA,NA,5,2.5,2,2,2.88,3,2.88,7,4.33333333333333,3.8,7.5,6.66666666666667,6.75,6.66666666666667,4.83333333333333,3
"P8020","page_visit_only","vanilla","","Yes",2,5,2,2,2,2,7,6,6,6,7,6,6,1,2,2,3,2,7,7,7,4,2,4,2,4,4,2,3,3,3,3,100,80,"no","Repurposed Car Feature: Parking Sensors + Speakers + Lights

New Use: Home Security and Wildlife Deterrence System

When a car is retired or scrapped, its parking sensors, onboard speakers, and exterior lights can be removed and repurposed as a smart home security and wildlife deterrence system.

How it works:

Parking Sensors are installed around the perimeter of your yard, porch, or garden. These ultrasonic sensors detect movement within a set range.
When movement is detected (e.g., an intruder, stray animal, or curious raccoon), the car’s exterior lights—now mounted as floodlights—flash in a specific pattern.
Simultaneously, the car speakers play a pre-recorded voice message or a deterrent sound (such as a barking dog or loud alarm).
The system could also be integrated with a smart home assistant to send notifications to your phone about the detected movement.",721,"APPROVED",774,50,"Male",0.240744079348171,0.243474758736999,NA,NA,NA,5,3,5,2,3.75,2,3.75,6,2,3.2,90,7,6.25,6.33333333333333,3.66666666666667,2
"P7526","page_visit_only","vanilla","","Yes",2,5,2,7,6,5,6,6,7,6,5,3,5,7,7,7,7,7,6,5,5,2,2,4,2,3,2,4,2,2,3,3,70,75,"no","Use cameras to look at the inside of a car instead of the outside. That way it can be  used to diagnose without the ability to take apart the car to fully understand and observe an issue.  The could work alongside having a diagnostic machine that gives messages, the cameras would allow you to view the problem.  The cameras could be placed in strategic points within the car engine and under the chassis at the point of assembly and remain within the car for it's full life and then are used to observe issues and wear and tear.",1825,"APPROVED",2155,48,"Male",0.355601314185508,0.359098790256187,NA,NA,NA,2,4.5,5.5,2,3.5,2,3.5,4,6,2.6,72.5,5.33333333333333,6.25,4.33333333333333,2.66666666666667,7
"P4351","page_visit_only","vanilla","","Yes",2,5,5,3,5,4,7,6,7,6,7,7,7,4,3,6,4,7,7,5,7,2,2,2,2,2,4,1,4,4,4,4,65,70,"no","We have collaborated to brainstorm an idea to help the visually impaired navigate an ever-moving urban terrain, based upon the principles of echolocation used in the parking sensors of modern vehicles. The initial iteration of the device would likely be in the form of a headband in order to balance and house the multiple sensors and haptic feedback devices required, but we foresee that the market would innovate towards miniaturisation in a similar way to smartphones, until the device would resemble designer smart glasses. To this end, we foresee collaboration with established designers and manufactures to increase the desirability of this technoloy.",2477,"APPROVED",2562,59,"Male",0.408211515631409,0.448333870284918,NA,NA,NA,3.5,4.5,3,1,3,5,3,7,4,2,67.5,6.33333333333333,6.5,7,4.5,4.8
"P9950","page_visit_only","vanilla","","Yes",2,5,4,3,2,4,6,5,6,6,5,6,6,2,3,3,2,5,5,6,6,2,2,2,4,4,4,1,4,4,4,5,20,25,"no","Using the lights in the back of cars to serve as home security cameras which could cover a wider scope of area. This would improve security around the home and be more discreet. 

We could also use the rain sensors that cars have to use on greenhouses to monitor the ideal temperatures and humidity, which may include opening vents to allow more air when needed. This would allow more growth and less wastage.",463,"APPROVED",740,37,"Male",0.220623944910381,0.223210915179388,NA,NA,NA,4,4,5,1,3.5,4,3.5,7,3,2.8,22.5,5.66666666666667,5.75,5.66666666666667,4.66666666666667,3
"P5111","page_visit_only","vanilla","","Yes",2,5,5,6,6,4,5,6,5,6,4,4,4,6,6,6,5,7,4,4,5,3,3,3,4,3,3,4,2,2,3,2,50,50,"no","A mobile car disco! It is easily transportable - drive to your party's location, then open the doors and windows, turn the lights on, and turn it into a party zone! The parcel shelf could be used as a DJ desk. Extra speakers could be added to the roof, along with a giant illuminated glitterball! Drive, arrive, PARTY!!!!",734,"APPROVED",806,46,"Female",0.396356587939275,0.404293155195532,NA,NA,NA,3,4.5,1,1,2.38,5,2.38,4,5.33333333333333,3.2,50,4.33333333333333,5.5,4,2.66666666666667,6
"P8366","page_visit_only","vanilla","","Yes",2,5,4,4,6,5,7,6,7,7,7,6,7,5,6,6,6,7,7,7,7,1,1,3,2,2,5,1,5,5,5,4,85,85,"no","Driver monitoring using neural network detecting things like hand position to check its not on a phone, eye gaze direction and facial recognition to confirm the person being monitored is the driver.
A warning dashboard icon with voice warning if driver uses phone while driving. An extra outside of the car light to light up if phone is being used while driving so other road users and authorities are aware",1503,"APPROVED",1581,39,"Male",0.382482894684366,0.415037549590005,NA,NA,NA,5,5,3.5,2.5,4,4,4,7,5,1.8,85,7,6.75,6.66666666666667,5.16666666666667,6
"P1908","page_visit_only","vanilla","","Yes",2,5,3,2,2,2,6,5,6,5,5,5,5,2,2,2,3,5,5,6,6,4,5,3,4,4,4,4,3,3,4,4,25,25,"no","Some ways to repurpose existing car features

idea one
Car Security Surveillance: Triggered Video Streaming
Core Concept- Use a car’s built-in cameras (backup, 360°, interior) and motion/impact sensors to:
Detect unauthorized entry or suspicious activity when parked.
Trigger the cameras to start recording and/or live-stream video footage.
Send alerts and stream footage to the owner’s smartphone or a cloud storage service.

How It Could Work-Arming the System

When the car is parked and locked, the system automatically enters surveillance mode.
Detection-Door, window, or motion sensors, or accelerometers, detect attempts at unauthorized entry (e.g., door forced, glass shattered, unusual movement inside car).
Proximity sensors or exterior cameras could detect someone loitering near the car for an extended period.
Triggering Response- The relevant cameras (e.g., rear, 360°, interior) automatically start recording and/or live-streaming. The system immediately sends a push notification (with video preview) to the owner’s smartphone. Optionally, footage is uploaded in real-time to cloud storage for evidence.
Additional Deterrents
-Flash lights or sound the horn to scare off intruders.
-Play a warning message through external speakers (“Security system activated. You are being recorded.”).
Remote Access-Owner can view live feeds from any camera on their phone and, if necessary, trigger additional deterrents (e.g., activate alarm, call authorities).
Enhancements and Variations
AI Analysis: Use AI to distinguish between genuine threats and false alarms (e.g., a passing animal vs. a person trying to break in).
License Plate Capture: Exterior cameras could focus on capturing license plates of vehicles nearby during incidents.
Valet/Service Mode: Temporarily disable or limit surveillance when the car is with trusted parties.
Benefits include;
-Peace of Mind: Owner can monitor their car in real time.
-Evidence Collection: Video & audio for insurance or police reports.
-Theft Deterrence: Visible warning and recording can scare off would-be thieves.

Idea 2
Repurposing Car Features for Rear-Seat Entertainment (with Safety in Mind)
1. Hardware Utilization
Screens: Use existing rear-seat entertainment screens (if present), or retrofit infotainment screen content to wireless tablets or phones for backseat use.
Speakers/Headphones: Direct audio to rear speakers only, or provide wireless/Bluetooth headphones for private listening.
Cameras: Let kids or parents use cabin cameras for video calls or interactive games (with privacy controls).
2. Safety & Driver Concentration Considerations
Driver Lockout Mode: The system disables or limits rear entertainment features while the car is in motion unless headphones are used, ensuring driver is not exposed to distracting audio/visuals.
Parental Controls: Let the driver or front passenger approve or restrict content, adjust volume, or turn off screens from the main control panel.
Screen Placement: Ensure screens are positioned so they aren’t visible from the driver’s seat, reducing the temptation for the driver to glance at them.
Content Filtering: Block fast-flashing, high-brightness visuals or loud, sudden sounds that could distract the driver.
Notification Controls: Suppress entertainment notifications or pop-ups on the main infotainment screen while driving.
3. Entertainment Ideas
Streaming Movies/TV: Via built-in apps, or casting from personal devices.
Games: Touch-based or camera-activated games for kids, only operable in the back.
Educational Content: Language learning, puzzles, or audiobooks.
Group Video Calls: Allow family video chats with relatives, using rear cameras and screens (parked or with safety restrictions).
Interactive Travel Guides: Display fun facts, maps, or trivia about places you’re driving through.
4. Implementation Enhancements
Personalized Profiles: Let passengers log in for personalized content and settings.
Multi-zone Audio: Separate the car’s sound zones so the driver can listen to navigation or music, while passengers enjoy their own content.
Remote Control: Passengers can control their screens via a companion app

I also think a feature kids would love is to use a camera showing the windscreen view so they can pretend to drive along with parents and have a fake steering wheel.",700,"APPROVED",820,42,"Female",0.208386582327498,0.191142084686333,NA,NA,NA,3,4,3.5,1.5,3,3,3,4,2,4,25,5.66666666666667,5.5,5,3.66666666666667,2.8
"P1116","page_visit_only","vanilla","","Yes",2,5,4,6,6,6,6,7,6,6,7,7,7,6,6,5,6,5,6,6,6,4,4,4,4,5,4,5,5,5,5,5,15,40,"no","Enhanced Smart Health-Emergency System
1. Multiple Emergency Trigger Options:
Voice Command: Shout a preset phrase (“Hazard Stop!”).
Physical Emergency Button:
Large, easy-to-press button on the steering wheel or dashboard.
Illuminated and tactile, so it’s easy to find and operate, even with limited mobility.
Automatic Detection:
Integrates with wearables (Apple Watch, etc.) for fall detection or abnormal heart rhythms.
If the car detects sudden erratic driving (weaving, sudden slowing), it can prompt the driver for a response and trigger emergency if there’s no reply.
2. Safety Protocols Remain the Same
Car pulls over and stops safely.
Hazard lights activate.
Emergency contacts and (optionally) emergency services are notified with location and situation information.
3. Accessibility Features
Button Placement: On both sides of the steering wheel or near the driver’s seat, so it can be reached with either hand.
Tactile Feedback: Button is raised or textured so it can be found by touch alone.
Visual Cue: Button lights up or flashes when activated, so bystanders or rescue personnel know the emergency protocol has started.",2193,"APPROVED",1953,50,"Female",0.438989478203029,0.474114280752191,NA,NA,NA,5,2.5,3,2,3.13,4,3.13,3,6,4.2,27.5,6,6.25,7,4.5,5.6
"P4364","page_visit_only","vanilla","","Yes",2,5,3,6,7,5,7,6,6,7,6,7,6,5,6,6,4,7,6,6,6,3,4,4,3,3,4,2,4,4,4,3,50,60,"no","I think you could use a lot of old car components to make an interesting and interactive play area for kids. The tires could be used as swings and also obstacle courses. Lights could be used for various interactive games, or to make a traffic light system for children to use when on bikes and scooters. Car seats can be used for a hang out or game room as gaming chairs. Mirrors could be used a decorative pieces but also for games. Smaller components such as springs, coils could also be repurposed to make sorting games or a decorations.",590,"APPROVED",658,41,"Female",0.337168681036476,0.305538671683627,NA,NA,NA,3.5,2.5,1.5,1,2.13,3,2.13,6,6,3.4,55,6,6.5,6.33333333333333,4.16666666666667,5.6
"P0269","page_visit_only","vanilla","","Yes",2,5,2,5,7,6,7,7,7,5,2,2,2,7,6,7,6,7,1,1,2,5,2,1,3,1,3,4,2,2,2,3,55,65,"no","The materials of a car will give you a great range of textures and materials to use in sculpture. You can keep the original shape of the car and spray paint or design onto it. You could covert the window into beautiful stained glass windows that refract light. The goal could be with one car how many different projects/installations can you make. Can you fill a whole gallery space?",508,"APPROVED",598,20,"Male",0.439177635812875,0.418304240918277,NA,NA,NA,2,2.5,1.5,1.5,1.88,2,1.88,4,6,2.4,60,1.33333333333333,6.5,2,2.66666666666667,6.6
"P9426","page_visit_only","vanilla","","Yes",2,5,5,3,3,4,6,6,6,6,7,7,7,4,2,2,3,3,7,7,7,3,3,3,3,2,5,1,4,5,5,4,70,75,"no","Smart Garden Companion Using Repurposed Car Cameras, Sensors, and Speakers
Concept:
Transform car backup cameras, ultrasonic sensors, and speakers into an integrated smart gardening assistant that monitors plant health, detects pests, manages watering, and enhances the garden environment.
Key Components & Repurposing:

Car Backup Cameras → Garden Monitoring Cameras

Mounted around the garden to capture time-lapse videos of plant growth.

Use motion detection to spot large pests like rabbits, birds, or stray cats.

Image processing algorithms analyze leaf color and shape to detect wilting, disease, or stress early.

Connect cameras via Wi-Fi or Bluetooth to a home hub or smartphone for remote viewing and alerts.

Ultrasonic Parking Sensors → Proximity & Soil Monitoring Sensors

Installed near plants or garden beds to measure distance and detect movement of animals intruding in the garden.

Used as soil moisture detectors by adapting sensor placement to detect subtle changes in soil surface distance caused by shrinking/swelling moisture levels.

Car Speakers → Interactive Garden Sound System

Play calming nature sounds like bird songs, wind rustling, or water flows to create a soothing garden atmosphere.

Emit targeted predator calls or pest deterrent sounds when cameras or sensors detect unwanted animals.

Deliver spoken alerts (“Pest detected near tomato bed,” “Rain starting—pause watering”) to gardeners nearby or remotely.

Car Interior Screens → Garden Control Dashboard

Repurposed displays show live camera feeds, sensor data, weather updates, and system status.

Can be installed indoors or in a garden shed as a central interface for managing garden health.

How It Works Together:

Cameras continuously monitor plant growth and detect pests.

Ultrasonic sensors alert the system of intrusions or soil moisture changes.

When pests or issues are detected, the speaker plays deterrents or alerts.

The dashboard screen displays real-time info and allows gardeners to adjust settings.

Optional integration with irrigation systems can automate watering based on sensor and rain data.

Why This Is Creative and Useful:

Gives a new life to automotive components, reducing electronic waste.

Solves real gardening problems: pest control, watering efficiency, and plant health monitoring.

Creates an interactive, smart environment that enhances the gardener’s connection to their space.

Combines tech typically used for vehicle safety into a natural, outdoor setting for sustainability.",783,"APPROVED",1223,67,"Female",0.259886064081453,0.255035193880645,NA,NA,NA,5,3,2.5,1.5,3,5,3,7,3.33333333333333,2.8,72.5,7,6,7,5,2.8
"P7196","page_visit_only","vanilla","","Yes",2,5,4,5,5,5,6,6,6,5,5,4,5,6,6,6,5,7,6,5,6,2,2,3,3,2,4,2,4,4,4,3,60,60,"no","I have this idea of repurposing cameras, lights, speakers and screens from old cars and using them in photo booths, for people to take fun pics. ChatGPT supports it too",365,"APPROVED",455,52,"Female",0.384610662184233,0.35448344381081,NA,NA,NA,1,3,2,1,1.75,4,1.75,6,5,2.4,60,5.66666666666667,5.75,4.66666666666667,4.16666666666667,6
"P4396","page_visit_only","vanilla","","Yes",2,5,4,3,4,3,7,6,7,7,6,5,6,3,4,6,1,7,7,7,7,2,1,3,4,2,4,1,5,4,5,4,50,75,"no","Car cameras would be used and moved to be household cameras. They could be repurposed to fit into a home life, and be a security system for someone at home.
Car sensors could be repurposed into temperature sensors to use with people at home. This could keep people safe like the elderly, and they would constantly have a temperature sensor at home.
Car screens could be used for a digital picture frame.
Car lights could be used for front garden lights, this could also be used to keep people safe.",709,"APPROVED",784,28,"Male",0.193572413947159,0.181992827353272,NA,NA,NA,5,2.5,2,2,2.88,4,2.88,7,3.33333333333333,2.4,62.5,7,6.75,5.66666666666667,4.83333333333333,4.2
"P4100","page_visit_only","vanilla","","Yes",2,5,3,5,6,5,6,7,6,6,3,3,4,6,3,5,2,7,5,6,6,2,1,3,3,1,3,4,2,2,3,3,15,15,"no","LumiSpeaker: Where Light Meets Sound

The LumiSpeaker is a unique fusion of modern lighting and immersive audio, designed for creative homes and cinema enthusiasts alike. Handcrafted from upcycled car speakers, the LumiSpeaker transforms your space with warm, ambient light while delivering rich, wireless sound via Bluetooth connectivity.

Whether you’re setting the mood for a movie night or relaxing with your favorite playlist, the LumiSpeaker seamlessly blends function and style. Its sleek, minimalist design hides high-quality audio components, letting you enjoy surround sound without unsightly wires or bulky equipment. Just plug in, pair your device, and bask in a brilliant symphony of light and music.

Elevate your living space with LumiSpeaker—where your favorite tunes and perfect illumination shine together.

Features:

    Integrated Bluetooth Speaker for wireless convenience
    Soft, adjustable lighting for any mood
    Upcycled craftsmanship—eco-friendly and one-of-a-kind
    Minimal trailing wires for a clean, modern look
    Ideal for home cinema, bedrooms, or living rooms

Light up your world. Fill it with sound. Choose LumiSpeaker.",472,"APPROVED",724,54,"Male",0.512442640149041,0.536991299220979,NA,NA,NA,4.5,2.5,2,1,2.5,3,2.5,4,5.33333333333333,2,15,5.66666666666667,6.25,3.33333333333333,2.83333333333333,4.6
"P9301","page_visit_only","vanilla","","Yes",2,5,3,7,7,3,4,1,1,1,1,1,1,6,7,7,7,7,1,1,1,5,5,1,1,5,3,2,1,1,2,1,20,80,"no","Using the dashboard as a tv screen rather than having an actual screen, this would save space",182,"APPROVED",226,37,"Female",0.533490628775239,0.517230645490959,NA,NA,NA,1,2.5,1,1,1.38,3,1.38,6,5.66666666666667,3.4,50,1,1.75,1,2.33333333333333,6.8
"P1155","page_visit_only","vanilla","","Yes",2,5,5,2,2,2,6,6,5,5,5,4,4,2,2,2,2,2,6,6,5,4,4,4,3,3,3,2,4,4,4,4,10,10,"no","1. Smart Home Security System

Cameras: Use your car’s backup or 360° cameras as outdoor security cameras for your home.
Sensors: Proximity or ultrasonic sensors can trigger alerts for movement near doors or windows.
Lights: Repurpose headlights or LED strips as floodlights connected to motion sensors.
2. Interactive Art Installations

Lights: Use headlights, taillights, or LED strips for kinetic sculptures or light shows, synchronized with music or motion.
Sensors: Motion or proximity sensors can trigger sound or light effects when people approach.
3. Home Automation & Smart Garden

Sensors: Use rain or light sensors to automate irrigation systems or close windows when it rains.
Cameras: Set up time-lapse photography of your garden or home projects.
Lights: Use car interior lights for accent lighting controlled via smart switches.
4. DIY Robotics Projects

Cameras: Use rear-view or parking cameras for robot vision or obstacle avoidance.
Sensors: Incorporate ultrasonic or parking sensors for distance measurement in custom robots or drones.
Lights: Use LED lights as status indicators or “eyes” for robots.
5. Augmented Reality or Gaming

Cameras & Sensors: Build AR/VR setups using car cameras as head-tracking or environmental input devices.
Lights: Sync car LED lights to respond to game events or music beats.
6. Educational Demonstrations

Cameras/Sensors: Use them in STEM education kits to teach about computer vision, AI, or automation.
Lights: Demonstrate basic electronics or programming concepts.
7. Adaptive Workshop Lighting

Lights: Use car headlights or LED bars as bright, focused illumination in your garage or workshop.
Sensors: Use proximity sensors to turn lights on/off as you enter or leave the space.
8. Custom Wearables or Costumes

Lights: Incorporate car LEDs or light strips into cosplay costumes or festival wearables for dramatic effects.
Sensors: Add proximity or light sensors to trigger effects as people approach.
9. Environmental Monitoring

Sensors: Use temperature, humidity, or air quality sensors",315,"APPROVED",385,32,"Female",0.242245531686015,0.230836948405136,NA,NA,NA,6,3,3.5,2,3.63,5,3.63,6,2,3.6,10,5.66666666666667,5.5,4.33333333333333,4.16666666666667,2
"P5753","page_visit_only","vanilla","","Yes",2,5,4,6,6,5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,3,2,3,3,3,4,2,4,4,4,4,30,40,"no","car-part bench is a showstopping project and a great gift idea. Below, I’ll give you some inspiration, basic plans, and practical tips for a bench using car parts—especially focusing on the tailgate bench and the car seat bench.

1. Tailgate Bench
Concept:
Use an old truck or pickup tailgate as the backrest. The seat and frame can be made from wood or metal.

Materials Needed:

1 tailgate (from a pickup or van)
Wood or metal for the seat and legs (e.g., 2x4s, steel tubing)
Bolts, screws, and brackets for assembly
Sandpaper, paint, or clear coat for finishing
Optional: Armrests (made from scrap metal, wood, or even car bumpers)",596,"APPROVED",660,28,"Female",0.551831971136258,0.503912462042106,NA,NA,NA,3,2.5,2,1,2.13,4,2.13,6,5.66666666666667,2.8,35,6,6,6,4.33333333333333,5.6
"P4946","page_visit_only","vanilla","","Yes",2,5,4,4,4,3,7,7,7,7,5,5,5,2,2,4,1,2,7,7,7,2,5,5,5,4,3,3,3,3,4,2,5,25,"no","planters for the gardenm

play car out of car body,

gaming chair out of seats,

sensory / play board for kids made out of gear stick and stearing wheel etc",1316,"APPROVED",1352,43,"Female",0.419091546830996,0.38647905174085,NA,NA,NA,1,2,2,1,1.5,4,1.5,5,3.66666666666667,4.2,15,7,7,5,3.33333333333333,2.2
"P2467","page_visit_only","vanilla","","Yes",2,5,2,4,6,4,7,7,7,7,7,6,6,4,4,5,4,7,7,7,7,5,5,5,1,1,2,5,3,1,3,1,45,50,"no","I really love the idea of repurposing cameras from old vehicles for use as cameras in nature reserves in order to observe wildlife or even as security cameras to catch those naughty people who flytip or throw rubbish on the ground when there is a bin close by!",3591,"APPROVED",3821,59,"Female",0.429170209696934,0.410823384372469,NA,NA,NA,1,2.5,3.5,1.5,2.13,2,2.13,3,4.66666666666667,3.4,47.5,7,7,6.33333333333333,2.16666666666667,4.8
